GeneID	name	Family.ID	source	TranscriptID	Class
LOC102655922	XP_026300246.1	ORTHOMCL4323	Amel	XM_026444461.1	NA
LOC102655928	XP_006561457.2	ORTHOMCL10299	Amel	XM_006561394.2	NA
LOC102655942	XP_006560672.1	ORTHOMCL8717	Amel	XM_006560609.3	NonCanon
LOC102655945	XP_006561659.1	ORTHOMCL3171	Amel	XM_006561596.3	NA
LOC102655948	XP_026299800.1	ORTHOMCL4897	Amel	XM_026444015.1	NonCanon
LOC102655950	XP_016766618.2	ORTHOMCL4734	Amel	XM_016911129.2	NA
LOC102655953	XP_026297179.1	ORTHOMCL9263	Amel	XM_026441394.1	NA
LOC102655970	XP_006567377.2	ORTHOMCL9155	Amel	XM_006567314.3	NA
LOC102655971	XP_006568214.2	ORTHOMCL7901	Amel	XM_006568151.3	NA
LOC102655979	XP_006565786.2	ORTHOMCL8106	Amel	XM_006565723.2	NA
LOC102655980	XP_016770292.2	ORTHOMCL472	Amel	XM_016914803.2	NA
LOC102655983	XP_026299753.1	ORTHOMCL9304	Amel	XM_026443968.1	NA
LOC102655994	XP_026300892.1	ORTHOMCL6175	Amel	XM_026445107.1	NA
LOC102656006	XP_006561837.1	ORTHOMCL3133	Amel	XM_006561774.3	NA
LOC102656008	XP_006566168.2	ORTHOMCL8472	Amel	XM_006566105.3	NA
LOC102656021	XP_016767872.1	ORTHOMCL742	Amel	XM_016912383.2	NA
LOC102656027	XP_026296610.1	ORTHOMCL10434	Amel	XM_026440825.1	NA
LOC102656029	XP_016772376.2	ORTHOMCL8045	Amel	XM_016916887.2	NA
LOC102656055	XP_026301747.1	ORTHOMCL9064	Amel	XM_026445962.1	NA
LOC102656061	XP_006558377.1	ORTHOMCL10363	Amel	XM_006558314.3	NA
LOC102656070	XP_006557736.1	ORTHOMCL3779	Amel	XM_006557673.3	NA
LOC102656074	XP_016769483.1	ORTHOMCL1251	Amel	XM_016913994.2	NA
LOC102656082	XP_026297197.1	ORTHOMCL8647	Amel	XM_026441412.1	NA
LOC102656088	XP_006558190.2	ORTHOMCL151	Amel	XM_006558127.3	NA
LOC102656093	XP_006568868.2	ORTHOMCL3463	Amel	XM_006568805.2	NA
LOC102656101	XP_026298464.1	ORTHOMCL4408	Amel	XM_026442679.1	NA
LOC102656107	XP_006566171.1	ORTHOMCL7172	Amel	XM_006566108.3	Canon
LOC102656116	XP_006562922.1	ORTHOMCL1714	Amel	XM_006562859.1	NA
LOC102656131	XP_006569392.1	ORTHOMCL4755	Amel	XM_006569329.3	NA
LOC102656132	XP_016772965.1	ORTHOMCL6625	Amel	XM_016917476.2	NA
LOC102656134	XP_006557964.1	ORTHOMCL7014	Amel	XM_006557901.3	NA
LOC102656136	XP_006559044.1	ORTHOMCL6602	Amel	XM_006558981.3	NA
LOC102656137	XP_006559218.1	ORTHOMCL3029	Amel	XM_006559155.3	NA
LOC102656142	XP_006560615.1	ORTHOMCL4584	Amel	XM_006560552.3	NA
LOC102656143	XP_006561114.2	ORTHOMCL10450	Amel	XM_006561051.3	NA
LOC102656154	XP_016769301.1	ORTHOMCL2313	Amel	XM_016913812.2	NA
LOC102656160	XP_006562304.1	ORTHOMCL10396	Amel	XM_006562241.3	NA
LOC102656166	XP_026299764.1	ORTHOMCL556	Amel	XM_026443979.1	NA
LOC102656170	XP_006558378.1	ORTHOMCL3701	Amel	XM_006558315.3	NA
LOC102656183	XP_006558545.1	ORTHOMCL5641	Amel	XM_006558482.3	NonCanon
LOC102656186	XP_016772200.1	ORTHOMCL9144	Amel	XM_016916711.2	NA
LOC102656190	XP_016766789.1	ORTHOMCL7938	Amel	XM_016911300.2	NA
LOC102656197	XP_026301208.1	ORTHOMCL4407	Amel	XM_026445423.1	NA
LOC102656198	XP_016769452.2	ORTHOMCL3717	Amel	XM_016913963.2	NA
LOC102656199	XP_016767959.2	ORTHOMCL8645	Amel	XM_016912470.2	NA
LOC102656215	XP_006564616.1	ORTHOMCL8346	Amel	XM_006564553.2	NA
LOC102656216	XP_026294759.1	ORTHOMCL10447	Amel	XM_026438974.1	NA
LOC102656224	XP_016773480.1	ORTHOMCL9143	Amel	XM_016917991.2	NA
LOC102656231	XP_006561064.1	ORTHOMCL4908	Amel	XM_006561001.3	NA
LOC102656244	XP_006560144.1	ORTHOMCL6236	Amel	XM_006560081.3	NA
LOC102656245	XP_026296658.1	ORTHOMCL5967	Amel	XM_026440873.1	NA
LOC102656247	XP_006564298.2	ORTHOMCL3990	Amel	XM_006564235.3	NA
LOC102656248	XP_016768948.2	ORTHOMCL8949	Amel	XM_016913459.2	NA
LOC102656249	XP_006567926.1	ORTHOMCL7856	Amel	XM_006567863.2	NA
LOC102656258	XP_006559467.1	ORTHOMCL5328	Amel	XM_006559404.3	NA
LOC102656263	XP_006563787.1	ORTHOMCL331	Amel	XM_006563724.1	NonCanon
LOC102656271	XP_026300421.1	ORTHOMCL9910	Amel	XM_026444636.1	NA
LOC102656283	XP_006568669.1	ORTHOMCL9051	Amel	XM_006568606.3	NA
LOC102656287	XP_006570296.1	ORTHOMCL5251	Amel	XM_006570233.3	NonCanon
LOC102656291	XP_006560617.1	ORTHOMCL8648	Amel	XM_006560554.3	NA
LOC102656294	XP_006564680.2	ORTHOMCL3476	Amel	XM_006564617.3	NA
LOC102656311	XP_016769468.1	ORTHOMCL1426	Amel	XM_016913979.2	NA
LOC102656326	XP_026296754.1	ORTHOMCL8590	Amel	XM_026440969.1	NA
LOC102656334	XP_026295429.1	ORTHOMCL4480	Amel	XM_026439644.1	NA
LOC102656337	XP_006566060.1	ORTHOMCL3686	Amel	XM_006565997.3	NA
LOC102656354	XP_016772082.1	ORTHOMCL8436	Amel	XM_016916593.2	NA
LOC102656356	XP_016769727.2	ORTHOMCL7653	Amel	XM_016914238.2	NA
LOC102656360	XP_026302090.1	ORTHOMCL457	Amel	XM_026446305.1	NA
LOC102656369	XP_026298144.1	ORTHOMCL1817	Amel	XM_026442359.1	NA
LOC102656371	XP_006562263.2	ORTHOMCL8004	Amel	XM_006562200.3	NA
LOC102656384	XP_016766916.1	ORTHOMCL5837	Amel	XM_016911427.1	NA
LOC102656395	XP_006562019.2	ORTHOMCL5695	Amel	XM_006561956.3	NA
LOC102656397	XP_016772228.1	ORTHOMCL6595	Amel	XM_016916739.2	NA
LOC102656398	XP_026298616.1	ORTHOMCL7960	Amel	XM_026442831.1	NA
LOC102656425	XP_006565002.1	ORTHOMCL4531	Amel	XM_006564939.3	NA
LOC102656429	XP_016768966.2	ORTHOMCL9247	Amel	XM_016913477.2	NA
LOC102656433	XP_006560491.1	ORTHOMCL6328	Amel	XM_006560428.3	NA
LOC102656439	XP_006562812.1	ORTHOMCL6060	Amel	XM_006562749.3	NA
LOC102656442	XP_026295519.1	ORTHOMCL3718	Amel	XM_026439734.1	NA
LOC102656444	XP_006566002.1	ORTHOMCL1331	Amel	XM_006565939.3	NA
LOC102656452	XP_006565110.2	ORTHOMCL9884	Amel	XM_006565047.3	NA
LOC102656461	XP_006559000.1	ORTHOMCL9667	Amel	XM_006558937.3	NA
LOC102656464	XP_006567819.2	ORTHOMCL8244	Amel	XM_006567756.3	NA
LOC102656473	XP_006565232.1	ORTHOMCL6189	Amel	XM_006565169.3	NA
LOC102656479	XP_006571878.1	ORTHOMCL9288	Amel	XM_006571815.3	NA
LOC102656485	XP_016771535.2	ORTHOMCL1219	Amel	XM_016916046.2	NA
LOC102656489	XP_016773095.1	ORTHOMCL5474	Amel	XM_016917606.2	NA
LOC102656490	XP_006569020.2	ORTHOMCL6057	Amel	XM_006568957.3	NA
LOC102656491	XP_006570178.1	ORTHOMCL2124	Amel	XM_006570115.3	NA
LOC102656492	XP_026298452.1	ORTHOMCL1895	Amel	XM_026442667.1	NA
LOC102656497	XP_006561853.1	ORTHOMCL8886	Amel	XM_006561790.3	NA
LOC102656501	XP_006567879.1	ORTHOMCL3760	Amel	XM_006567816.3	NA
LOC102656504	XP_026297198.1	ORTHOMCL377	Amel	XM_026441413.1	NA
LOC102656505	XP_006559342.1	ORTHOMCL5581	Amel	XM_006559279.3	NA
LOC102656529	XP_026298281.1	ORTHOMCL6845	Amel	XM_026442496.1	NA
LOC102656541	XP_026298312.1	ORTHOMCL1765	Amel	XM_026442527.1	NA
LOC102656548	XP_026297735.1	ORTHOMCL8633	Amel	XM_026441950.1	NA
LOC102656552	XP_026301088.1	ORTHOMCL8938	Amel	XM_026445303.1	NA
LOC102656554	XP_026301416.1	ORTHOMCL3077	Amel	XM_026445631.1	NA
LOC102656560	XP_016769705.2	ORTHOMCL8624	Amel	XM_016914216.2	NA
LOC102656577	XP_026298494.1	ORTHOMCL8130	Amel	XM_026442709.1	NA
LOC102656579	XP_006559727.1	ORTHOMCL7047	Amel	XM_006559664.3	NA
LOC102656583	XP_006562746.2	ORTHOMCL5101	Amel	XM_006562683.3	NA
LOC102656585	XP_016773587.1	ORTHOMCL3127	Amel	XM_016918098.2	NA
LOC102656587	XP_006570354.1	ORTHOMCL8070	Amel	XM_006570291.3	NonCanon
LOC102656594	XP_006566249.1	ORTHOMCL7743	Amel	XM_006566186.3	NA
LOC102656595	XP_006566471.2	ORTHOMCL10449	Amel	XM_006566408.3	NA
LOC102656611	XP_016770281.1	ORTHOMCL10438	Amel	XM_016914792.2	NA
LOC102656618	XP_026302077.1	ORTHOMCL384	Amel	XM_026446292.1	NA
LOC102656620	XP_026295824.1	ORTHOMCL4159	Amel	XM_026440039.1	NA
LOC102656637	XP_006566534.1	ORTHOMCL9050	Amel	XM_006566471.3	NA
LOC102656639	XP_016773621.2	ORTHOMCL8242	Amel	XM_016918132.2	NA
LOC102656640	XP_006570181.2	ORTHOMCL8123	Amel	XM_006570118.3	NA
LOC102656645	XP_026297959.1	ORTHOMCL7623	Amel	XM_026442174.1	NA
LOC102656652	XP_026296009.1	ORTHOMCL2908	Amel	XM_026440224.1	NA
LOC102656656	XP_006559286.2	ORTHOMCL1031	Amel	XM_006559223.3	NA
LOC102656657	XP_006559843.1	ORTHOMCL4425	Amel	XM_006559780.3	NA
LOC102656661	XP_016768349.2	ORTHOMCL3994	Amel	XM_016912860.2	NA
LOC102656664	XP_006560249.3	ORTHOMCL8614	Amel	XM_006560186.3	NA
LOC102656669	XP_006570183.1	ORTHOMCL8418	Amel	XM_006570120.3	NA
LOC102656685	XP_026298836.1	ORTHOMCL1139	Amel	XM_026443051.1	NA
LOC102656719	XP_006559606.1	ORTHOMCL5525	Amel	XM_006559543.3	NA
LOC102656725	XP_006566537.1	ORTHOMCL4218	Amel	XM_006566474.3	NA
LOC102656732	XP_006570184.1	ORTHOMCL8395	Amel	XM_006570121.3	NA
LOC102656733	XP_026299123.1	ORTHOMCL6156	Amel	XM_026443338.1	NA
LOC102656738	XP_026297167.1	ORTHOMCL9145	Amel	XM_026441382.1	NA
LOC102656747	XP_026302032.1	ORTHOMCL10437	Amel	XM_026446247.1	NA
LOC102656757	XP_016772644.2	ORTHOMCL8804	Amel	XM_016917155.2	NA
LOC102656758	XP_006560545.2	ORTHOMCL9658	Amel	XM_006560482.3	NA
LOC102656766	XP_006569960.2	ORTHOMCL6251	Amel	XM_006569897.3	NA
LOC102656779	XP_026295301.1	ORTHOMCL7847	Amel	XM_026439516.1	NA
LOC102656792	XP_006569770.1	ORTHOMCL8380	Amel	XM_006569707.3	NonCanon
LOC102656796	XP_026299453.1	ORTHOMCL3578	Amel	XM_026443668.1	NA
LOC102656812	XP_006562571.1	ORTHOMCL4063	Amel	XM_006562508.3	NA
LOC102656821	XP_006557977.1	ORTHOMCL8388	Amel	XM_006557914.3	NA
LOC102656822	XP_026295391.1	ORTHOMCL476	Amel	XM_026439606.1	NA
LOC102656824	XP_016773506.2	ORTHOMCL9080	Amel	XM_016918017.2	NA
LOC102656830	XP_026300390.1	ORTHOMCL2556	Amel	XM_026444605.1	NA
LOC102656841	XP_006562422.1	ORTHOMCL8712	Amel	XM_006562359.3	NA
LOC102656846	XP_006565424.1	ORTHOMCL7170	Amel	XM_006565361.3	NA
LOC102656882	XP_006562365.2	ORTHOMCL1926	Amel	XM_006562302.3	NA
LOC102656890	XP_395877.1	ORTHOMCL2921	Amel	XM_395877.5	NA
LOC102656893	XP_006561788.1	ORTHOMCL2043	Amel	XM_006561725.2	NA
LOC102656905	XP_006563488.2	ORTHOMCL8284	Amel	XM_006563425.3	Canon
LOC102656914	XP_006572271.1	ORTHOMCL3249	Amel	XM_006572208.2	NA
LOC102656934	XP_006567267.1	ORTHOMCL7522	Amel	XM_006567204.3	NA
LOC107963960	XP_006566359.1	ORTHOMCL5317	Amel	XM_006566296.3	NA
LOC107963962	XP_006562063.1	ORTHOMCL2165	Amel	XM_006562000.3	NA
LOC107963964	XP_016768360.1	ORTHOMCL1640	Amel	XM_016912871.2	NA
LOC107963965	XP_016769781.1	ORTHOMCL5350	Amel	XM_016914292.2	NA
LOC107963967	XP_003250953.1	ORTHOMCL8912	Amel	XM_003250905.4	NA
LOC107963968	XP_006564089.1	ORTHOMCL1796	Amel	XM_006564026.3	NA
LOC107963969	XP_016771559.2	ORTHOMCL2749	Amel	XM_016916070.2	NA
LOC107963970	XP_001121053.2	ORTHOMCL6427	Amel	XM_001121053.5	NA
LOC107963971	XP_016770254.1	ORTHOMCL7439	Amel	XM_016914765.2	NA
LOC107963973	XP_016769807.1	ORTHOMCL1799	Amel	XM_016914318.2	NA
LOC107963974	XP_016769676.1	ORTHOMCL5607	Amel	XM_016914187.2	NA
LOC107963979	XP_026298210.1	ORTHOMCL9241	Amel	XM_026442425.1	NA
LOC107963982	XP_016772728.1	ORTHOMCL6254	Amel	XM_016917239.2	NA
LOC107963983	XP_016770530.1	ORTHOMCL6526	Amel	XM_016915041.2	NA
LOC107963984	XP_006561812.3	ORTHOMCL5488	Amel	XM_006561749.3	NA
LOC107963986	XP_016771581.2	ORTHOMCL6850	Amel	XM_016916092.2	NA
LOC107963989	XP_026294828.1	ORTHOMCL8214	Amel	XM_026439043.1	NA
LOC107963990	XP_026297546.1	ORTHOMCL4394	Amel	XM_026441761.1	NA
LOC107963993	XP_016773384.2	ORTHOMCL3469	Amel	XM_016917895.2	NonCanon
LOC107964003	XP_016769367.1	ORTHOMCL10336	Amel	XM_016913878.2	NA
LOC107964006	XP_026296413.1	ORTHOMCL9299	Amel	XM_026440628.1	NA
LOC107964012	XP_016771533.1	ORTHOMCL8799	Amel	XM_016916044.2	NA
LOC107964014	XP_016771575.2	ORTHOMCL4226	Amel	XM_016916086.2	NA
LOC107964018	XP_016766547.1	ORTHOMCL9849	Amel	XM_016911058.2	NA
LOC107964022	XP_026298537.1	ORTHOMCL153	Amel	XM_026442752.1	NA
LOC107964039	XP_016766208.1	ORTHOMCL9615	Amel	XM_016910719.2	NA
LOC107964061	XP_016766340.1	ORTHOMCL9305	Amel	XM_016910851.2	NA
LOC107964089	XP_026302245.1	ORTHOMCL1218	Amel	XM_026446460.1	NonCanon
LOC107964132	XP_026295562.1	ORTHOMCL9638	Amel	XM_026439777.1	NA
LOC107964133	XP_026295204.1	ORTHOMCL8973	Amel	XM_026439419.1	NA
LOC107964134	XP_016766562.1	ORTHOMCL8937	Amel	XM_016911073.2	NA
LOC107964189	XP_016766792.2	ORTHOMCL7852	Amel	XM_016911303.2	NA
LOC107964206	XP_016766851.1	ORTHOMCL1962	Amel	XM_016911362.2	NA
LOC107964212	XP_026295150.1	ORTHOMCL4860	Amel	XM_026439365.1	NA
LOC107964213	XP_016766925.1	ORTHOMCL5521	Amel	XM_016911436.2	NA
LOC107964236	XP_016767012.1	ORTHOMCL8331	Amel	XM_016911523.2	NA
LOC107964258	XP_026295858.1	ORTHOMCL1935	Amel	XM_026440073.1	NA
LOC107964260	XP_016767097.1	ORTHOMCL9473	Amel	XM_016911608.2	NA
LOC107964262	XP_026295804.1	ORTHOMCL1985	Amel	XM_026440019.1	NA
LOC107964275	XP_026296220.1	ORTHOMCL8266	Amel	XM_026440435.1	NA
LOC107964304	XP_016767246.1	ORTHOMCL2133	Amel	XM_016911757.2	NA
LOC107964319	XP_016767295.1	ORTHOMCL7965	Amel	XM_016911806.2	NonCanon
LOC107964328	XP_016767338.2	ORTHOMCL800	Amel	XM_016911849.2	NA
LOC107964329	XP_016767344.1	ORTHOMCL9484	Amel	XM_016911855.2	NA
LOC107964335	XP_016767367.1	ORTHOMCL8783	Amel	XM_016911878.2	NA
LOC107964338	XP_026295795.1	ORTHOMCL9140	Amel	XM_026440010.1	NA
LOC107964339	XP_016767383.2	ORTHOMCL9125	Amel	XM_016911894.2	NA
LOC107964343	XP_026295870.1	ORTHOMCL1285	Amel	XM_026440085.1	NA
LOC107964349	XP_016767438.1	ORTHOMCL6814	Amel	XM_016911949.2	NA
LOC107964350	XP_016767442.2	ORTHOMCL8656	Amel	XM_016911953.2	NonCanon
LOC107964351	XP_016767446.1	ORTHOMCL8471	Amel	XM_016911957.2	NA
LOC107964398	XP_026296666.1	ORTHOMCL8073	Amel	XM_026440881.1	NA
LOC107964400	XP_026296668.1	ORTHOMCL8979	Amel	XM_026440883.1	NA
LOC107964403	XP_026296401.1	ORTHOMCL3662	Amel	XM_026440616.1	NA
LOC107964404	XP_026296505.1	ORTHOMCL1558	Amel	XM_026440720.1	NA
LOC107964405	XP_016767604.1	ORTHOMCL9066	Amel	XM_016912115.2	NA
LOC107964412	XP_016767627.1	ORTHOMCL5906	Amel	XM_016912138.2	NA
LOC107964417	XP_026296657.1	ORTHOMCL9479	Amel	XM_026440872.1	NA
LOC107964419	XP_026296747.1	ORTHOMCL3747	Amel	XM_026440962.1	NonCanon
LOC107964436	XP_026296361.1	ORTHOMCL3413	Amel	XM_026440576.1	NA
LOC107964437	XP_016767692.1	ORTHOMCL8623	Amel	XM_016912203.2	NA
LOC107964493	XP_016767845.1	ORTHOMCL8794	Amel	XM_016912356.2	NA
LOC107964502	XP_016767877.1	ORTHOMCL8503	Amel	XM_016912388.2	NA
LOC107964507	XP_016767894.2	ORTHOMCL3210	Amel	XM_016912405.2	NonCanon
LOC107964516	XP_026296652.1	ORTHOMCL5927	Amel	XM_026440867.1	NA
LOC107964525	XP_016767984.1	ORTHOMCL8855	Amel	XM_016912495.2	NA
LOC107964531	XP_026297194.1	ORTHOMCL9923	Amel	XM_026441409.1	NA
LOC107964589	XP_026297178.1	ORTHOMCL529	Amel	XM_026441393.1	NA
LOC107964633	XP_026297195.1	ORTHOMCL914	Amel	XM_026441410.1	NA
LOC107964640	XP_016768304.1	ORTHOMCL8642	Amel	XM_016912815.2	NA
LOC107964653	XP_016768362.2	ORTHOMCL4354	Amel	XM_016912873.2	NA
LOC107964671	XP_026297164.1	ORTHOMCL8087	Amel	XM_026441379.1	NA
LOC107964702	XP_026297482.1	ORTHOMCL9111	Amel	XM_026441697.1	NA
LOC107964703	XP_016768480.1	ORTHOMCL9932	Amel	XM_016912991.2	NA
LOC107964730	XP_026297431.1	ORTHOMCL9149	Amel	XM_026441646.1	NA
LOC107964762	XP_016768702.2	ORTHOMCL8981	Amel	XM_016913213.2	NA
LOC107964764	XP_016768706.1	ORTHOMCL4447	Amel	XM_016913217.2	NA
LOC107964765	XP_026297741.1	ORTHOMCL9659	Amel	XM_026441956.1	NA
LOC107964769	XP_016768723.1	ORTHOMCL8986	Amel	XM_016913234.2	NA
LOC107964774	XP_016768759.1	ORTHOMCL3986	Amel	XM_016913270.2	NA
LOC107964791	XP_026298043.1	ORTHOMCL7957	Amel	XM_026442258.1	NA
LOC107964792	XP_026298356.1	ORTHOMCL4402	Amel	XM_026442571.1	NA
LOC107964805	XP_026298044.1	ORTHOMCL9292	Amel	XM_026442259.1	NA
LOC107964828	XP_016768959.1	ORTHOMCL4170	Amel	XM_016913470.2	NA
LOC107964835	XP_016768974.1	ORTHOMCL4410	Amel	XM_016913485.1	NA
LOC107964838	XP_016768985.2	ORTHOMCL7275	Amel	XM_016913496.2	NA
LOC107964839	XP_026297832.1	ORTHOMCL3125	Amel	XM_026442047.1	NA
LOC107964845	XP_016769069.2	ORTHOMCL10442	Amel	XM_016913580.2	NA
LOC107964864	XP_026297905.1	ORTHOMCL10313	Amel	XM_026442120.1	NA
LOC107964876	XP_016769140.1	ORTHOMCL8777	Amel	XM_016913651.1	NA
LOC107964884	XP_016769216.1	ORTHOMCL7026	Amel	XM_016913727.2	NA
LOC107964891	XP_016769230.1	ORTHOMCL4735	Amel	XM_016913741.2	NA
LOC107964901	XP_016769261.1	ORTHOMCL8640	Amel	XM_016913772.2	NA
LOC107964903	XP_026298089.1	ORTHOMCL5647	Amel	XM_026442304.1	NA
LOC107964911	XP_016769305.2	ORTHOMCL3963	Amel	XM_016913816.2	NA
LOC107964934	XP_016769345.2	ORTHOMCL9454	Amel	XM_016913856.2	NA
LOC107964937	XP_016769361.1	ORTHOMCL9871	Amel	XM_016913872.2	NA
LOC107964944	XP_016769384.2	ORTHOMCL8504	Amel	XM_016913895.2	NA
LOC107964950	XP_026298623.1	ORTHOMCL3230	Amel	XM_026442838.1	NA
LOC107964958	XP_026298524.1	ORTHOMCL9034	Amel	XM_026442739.1	NA
LOC107964964	XP_026298821.1	ORTHOMCL8139	Amel	XM_026443036.1	NA
LOC107964975	XP_016769496.1	ORTHOMCL8177	Amel	XM_016914007.2	NA
LOC107964982	XP_016769529.2	ORTHOMCL2536	Amel	XM_016914040.2	NA
LOC107964994	XP_016769573.1	ORTHOMCL8482	Amel	XM_016914084.2	NA
LOC107964997	XP_016769593.2	ORTHOMCL2648	Amel	XM_016914104.2	NA
LOC107964998	XP_016769595.2	ORTHOMCL1280	Amel	XM_016914106.2	NA
LOC107965005	XP_016769662.2	ORTHOMCL9449	Amel	XM_016914173.2	NA
LOC107965011	XP_026298536.1	ORTHOMCL1569	Amel	XM_026442751.1	NA
LOC107965021	XP_016769720.1	ORTHOMCL6772	Amel	XM_016914231.1	NonCanon
LOC107965022	XP_026299260.1	ORTHOMCL3433	Amel	XM_026443475.1	NA
LOC107965045	XP_026298963.1	ORTHOMCL8013	Amel	XM_026443178.1	NA
LOC107965055	XP_026299129.1	ORTHOMCL8021	Amel	XM_026443344.1	NA
LOC107965070	XP_026299237.1	ORTHOMCL3927	Amel	XM_026443452.1	NA
LOC107965072	XP_016769939.1	ORTHOMCL8699	Amel	XM_016914450.2	NA
LOC107965085	XP_016769970.1	ORTHOMCL3608	Amel	XM_016914481.2	NA
LOC107965102	XP_016770074.1	ORTHOMCL9447	Amel	XM_016914585.2	NA
LOC107965127	XP_016770130.1	ORTHOMCL9652	Amel	XM_016914641.2	NA
LOC107965147	XP_016770206.1	ORTHOMCL8549	Amel	XM_016914717.2	NA
LOC107965179	XP_026299595.1	ORTHOMCL9127	Amel	XM_026443810.1	NA
LOC107965181	XP_026301144.1	ORTHOMCL3704	Amel	XM_026445359.1	NA
LOC107965192	XP_016770426.1	ORTHOMCL6040	Amel	XM_016914937.2	NA
LOC107965199	XP_016770442.2	ORTHOMCL2947	Amel	XM_016914953.2	NonCanon
LOC107965219	XP_016770561.2	ORTHOMCL7921	Amel	XM_016915072.2	NA
LOC107965225	XP_026299779.1	ORTHOMCL6930	Amel	XM_026443994.1	NonCanon
LOC107965231	XP_016770600.2	ORTHOMCL9086	Amel	XM_016915111.2	NA
LOC107965233	XP_026299772.1	ORTHOMCL932	Amel	XM_026443987.1	NA
LOC107965235	XP_016770625.2	ORTHOMCL8798	Amel	XM_016915136.2	NA
LOC107965237	XP_016770628.2	ORTHOMCL155	Amel	XM_016915139.2	NA
LOC107965250	XP_026299377.1	ORTHOMCL2395	Amel	XM_026443592.1	NonCanon
LOC107965265	XP_016770753.2	ORTHOMCL9078	Amel	XM_016915264.2	NA
LOC107965271	XP_016770773.1	ORTHOMCL8914	Amel	XM_016915284.2	NA
LOC107965281	XP_026299510.1	ORTHOMCL794	Amel	XM_026443725.1	NA
LOC107965285	XP_016770809.1	ORTHOMCL10394	Amel	XM_016915320.2	NA
LOC107965288	XP_026299550.1	ORTHOMCL6903	Amel	XM_026443765.1	NA
LOC107965310	XP_026300236.1	ORTHOMCL7945	Amel	XM_026444451.1	NA
LOC107965313	XP_026302085.1	ORTHOMCL4084	Amel	XM_026446300.1	NA
LOC107965317	XP_016770883.1	ORTHOMCL8028	Amel	XM_016915394.2	NA
LOC107965322	XP_016770902.1	ORTHOMCL8222	Amel	XM_016915413.2	NA
LOC107965323	XP_016770905.1	ORTHOMCL8761	Amel	XM_016915416.2	NA
LOC107965338	XP_026300148.1	ORTHOMCL9106	Amel	XM_026444363.1	NA
LOC107965339	XP_016770968.1	ORTHOMCL9664	Amel	XM_016915479.2	NA
LOC107965348	XP_016770986.1	ORTHOMCL9852	Amel	XM_016915497.2	NA
LOC107965359	XP_016771026.2	ORTHOMCL2420	Amel	XM_016915537.2	NA
LOC107965367	XP_016771050.1	ORTHOMCL8563	Amel	XM_016915561.2	NA
LOC107965368	XP_026300099.1	ORTHOMCL4094	Amel	XM_026444314.1	NA
LOC107965378	XP_016771095.2	ORTHOMCL9301	Amel	XM_016915606.2	NA
LOC107965415	XP_016771265.1	ORTHOMCL8974	Amel	XM_016915776.2	NA
LOC107965449	XP_016771422.1	ORTHOMCL5289	Amel	XM_016915933.2	NonCanon
LOC107965470	XP_016771483.1	ORTHOMCL10439	Amel	XM_016915994.2	NA
LOC107965473	XP_016771509.1	ORTHOMCL5085	Amel	XM_016916020.2	NA
LOC107965480	XP_016771536.1	ORTHOMCL9142	Amel	XM_016916047.2	NA
LOC107965485	XP_016771541.2	ORTHOMCL148	Amel	XM_016916052.2	NA
LOC107965500	XP_016771673.1	ORTHOMCL8156	Amel	XM_016916184.2	NA
LOC107965508	XP_016771708.1	ORTHOMCL4773	Amel	XM_016916219.2	NonCanon
LOC107965532	XP_016771816.1	ORTHOMCL9471	Amel	XM_016916327.2	NA
LOC107965534	XP_016771818.1	ORTHOMCL3448	Amel	XM_016916329.2	NA
LOC107965557	XP_026301170.1	ORTHOMCL8687	Amel	XM_026445385.1	NA
LOC107965562	XP_026301291.1	ORTHOMCL5860	Amel	XM_026445506.1	NA
LOC107965571	XP_016772013.2	ORTHOMCL8434	Amel	XM_016916524.2	NA
LOC107965577	XP_016772017.1	ORTHOMCL5820	Amel	XM_016916528.2	NA
LOC107965597	XP_016772086.1	ORTHOMCL9105	Amel	XM_016916597.2	NA
LOC107965601	XP_016772134.1	ORTHOMCL9475	Amel	XM_016916645.2	NA
LOC107965608	XP_026301478.1	ORTHOMCL7466	Amel	XM_026445693.1	NA
LOC107965630	XP_016772309.1	ORTHOMCL8000	Amel	XM_016916820.2	NA
LOC107965656	XP_026301688.1	ORTHOMCL8983	Amel	XM_026445903.1	NA
LOC107965657	XP_016772403.2	ORTHOMCL4771	Amel	XM_016916914.2	NA
LOC107965670	XP_016772442.1	ORTHOMCL8505	Amel	XM_016916953.2	NA
LOC107965672	XP_016772468.2	ORTHOMCL3156	Amel	XM_016916979.2	NA
LOC107965674	XP_016772473.2	ORTHOMCL3139	Amel	XM_016916984.2	NA
LOC107965706	XP_016772625.1	ORTHOMCL5124	Amel	XM_016917136.2	NA
LOC107965746	XP_026300425.1	ORTHOMCL9303	Amel	XM_026444640.1	NA
LOC107965749	XP_026296160.1	ORTHOMCL173	Amel	XM_026440375.1	NonCanon
LOC107965751	XP_026299664.1	ORTHOMCL8879	Amel	XM_026443879.1	NA
LOC107965761	XP_026294835.1	ORTHOMCL9434	Amel	XM_026439050.1	NA
LOC107965773	XP_026300413.1	ORTHOMCL8310	Amel	XM_026444628.1	NA
LOC107965774	XP_026294820.1	ORTHOMCL1305	Amel	XM_026439035.1	NA
LOC107965775	XP_026296053.1	ORTHOMCL9933	Amel	XM_026440268.1	NA
LOC107965788	XP_026301461.1	ORTHOMCL9310	Amel	XM_026445676.1	NA
